Creator ID,Creator username,Group,Creator Network manager,Creator type,Relationship status,Subscription status,Joined time,Days since joining,Invitation type,Invited by,Promote permission,Baseline Diamond goal,Last goal update,Next goal update,Min. goal next update,Max. goal next update,Last LIVE,Notes,Followers,Videos,Likes,Diamonds in L30D,Valid go LIVE days in L30D,LIVE duration in L30D
7359139114454646790,biggekloudz,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:03:17 06:42:40 (UTC+0),253,Regular,wes@yourdreamsocial.com,No,20000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),20000,400000,2024:11:15 04:41:57 (UTC+0),,1391,381,4683,1784,15,51.23
7437480427335598081,mouth.of.the.sout22,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Not started,2024:11:15 12:25:23 (UTC+0),10,Regular,saltybones31@gmail.com,No,0,2024:11:15 12:25:23 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,-,,524,3,124,1771,0,0
7359137852535472133,queen_klagreer_sahm,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:09:26 16:56:50 (UTC+0),60,Regular,wes@yourdreamsocial.com,No,0,2024:09:26 16:56:50 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:23 16:14:40 (UTC+0),,8815,253,12760,1691,4,8.26
7433646385649467408,mak14444,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:11:05 04:28:21 (UTC+0),20,Regular,anita@yourdreamsocial.com,No,0,2024:11:05 04:28:21 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:23 18:00:59 (UTC+0),,1962,21,2594,1682,1,4.06
7359138694198165509,glowingsoulxx,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:02:28 10:51:23 (UTC+0),271,Regular,wes@yourdreamsocial.com,No,20000,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,400000,2024:11:23 05:16:57 (UTC+0),,4611,17,555,1657,6,12.59
7403472629270724624,officialmoonpool,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:08:15 21:07:48 (UTC+0),102,Regular,anita@yourdreamsocial.com,No,0,2024:08:15 21:07:48 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:16 23:40:16 (UTC+0),,1230,44,2096,1638,2,4.44
7359138381353418757,juliakunkel11,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:02:10 22:29:30 (UTC+0),289,Regular,wes@yourdreamsocial.com,No,0,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:21 05:37:35 (UTC+0),,1726,10,609,1622,1,2.41
7380719766685761537,goddessofpleasure,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:06:15 13:44:59 (UTC+0),163,Regular,wes@yourdreamsocial.com,No,0,2024:06:15 13:44:59 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:22 19:18:55 (UTC+0),,22811,1496,166898,1611,9,16.01
7359139918930542597,swiftyqu33n_95,Gothammites,jamesgordonledgerjoker@gmail.com,Rookie,Effective,Not started,2024:04:17 23:22:47 (UTC+0),222,Regular,wes@yourdreamsocial.com,No,0,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:10:13 18:16:29 (UTC+0),,2447,743,5058,1596,0,0
7416880052752924688,tinaholcomb_62,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:21 00:02:53 (UTC+0),65,Regular,anita@yourdreamsocial.com,No,0,2024:09:21 00:02:53 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:10:28 16:20:56 (UTC+0),,10269,2117,93963,1587,0,0.66
7359137579259789317,peankelly,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2023:12:26 20:17:01 (UTC+0),335,Regular,wes@yourdreamsocial.com,No,0,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:23 19:54:04 (UTC+0),,1260,984,11029,1562,1,4.13
7362034744550309905,glenda_artifex,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Not started,2024:04:26 05:07:29 (UTC+0),213,Regular,saltybones31@gmail.com,No,0,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:03:04 09:54:05 (UTC+0),,2411,532,12274,1523,0,0
7419050151936851985,mstaetae31,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:26 20:36:52 (UTC+0),60,Regular,anita@yourdreamsocial.com,No,0,2024:09:26 20:36:52 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:23 22:44:07 (UTC+0),,6910,57,1969,1492,16,48.26
7396712432594632721,jayofdayton20,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:07:28 16:02:14 (UTC+0),120,Regular,wes@yourdreamsocial.com,No,0,2024:07:28 16:02:14 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:18 19:10:01 (UTC+0),,7016,25,2549,1462,6,15.17
7421703787154472977,rayinator,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:10:04 00:01:26 (UTC+0),52,Regular,anita@yourdreamsocial.com,No,0,2024:10:04 00:01:26 (UTC+0),2025:04:01 00:00:00 (UTC+0),0,300000,2024:11:20 22:05:44 (UTC+0),,124,5,133,1377,1,3.89
7359135416181719045,bigaustin420,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:06:14 22:36:44 (UTC+0),164,Regular,wes@yourdreamsocial.com,No,0,2024:06:14 22:36:44 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:17 19:31:30 (UTC+0),,3148,77,8787,1370,0,0.57
7418265721999753233,rolfjohnkessyromain,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:24 17:44:37 (UTC+0),62,Regular,anita@yourdreamsocial.com,No,0,2024:09:24 17:44:37 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:22 19:02:50 (UTC+0),,8930,111,1700,1257,13,27.17
7359138329306300422,barnyardfarms,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:02:07 00:20:48 (UTC+0),292,Regular,wes@yourdreamsocial.com,No,20000,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),20000,400000,2024:11:14 04:22:15 (UTC+0),,5170,169,9496,1256,1,1.85
7433492166221004801,official_kermit_thefrog_,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:11:04 18:30:48 (UTC+0),21,Regular,wes@yourdreamsocial.com,No,0,2024:11:04 18:30:48 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:23 22:29:39 (UTC+0),,526,192,1680,1249,12,29.26
7411359119753592849,babydoll_joker1.0,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:12 00:06:22 (UTC+0),74,Regular,anita@yourdreamsocial.com,No,0,2024:09:12 00:06:22 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:21 01:32:30 (UTC+0),,3035,279,4072,1245,2,4.88
7369308366570799120,g3_1392,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:05:15 19:43:42 (UTC+0),194,Regular,anita@yourdreamsocial.com,No,0,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:21 04:00:03 (UTC+0),,1060,170,1183,1186,17,41.68
7396012656475291649,b_on_the_fritz,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:07:26 18:35:03 (UTC+0),122,Regular,anita@yourdreamsocial.com,No,0,2024:07:26 18:35:03 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:22 11:36:09 (UTC+0),,2548,63,2212,1167,11,23.57
7359137426532499461,cookie.tx69,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2023:12:15 22:07:00 (UTC+0),346,Regular,wes@yourdreamsocial.com,No,0,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:08:11 02:13:24 (UTC+0),,342,34,629,1123,0,0
7393929769295036432,flamingogirlloversings,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:21 04:13:48 (UTC+0),127,Regular,anita@yourdreamsocial.com,No,0,2024:07:21 04:13:48 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:24 08:08:19 (UTC+0),,1901,2,185,1093,4,10.5
7397484218877788176,ogkingmidwest,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:07:30 17:50:17 (UTC+0),118,Regular,anita@yourdreamsocial.com,No,0,2024:07:30 17:50:17 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:14 00:14:49 (UTC+0),,191,203,2324,1078,4,11.7
7380047289873907729,lifewithcata,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:06:13 18:05:05 (UTC+0),165,Regular,wes@yourdreamsocial.com,No,0,2024:06:13 18:05:05 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:01 14:59:19 (UTC+0),,4545,109,6601,1019,0,1.16
7418237905602232336,barragan.mb,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:24 15:55:19 (UTC+0),62,Regular,anita@yourdreamsocial.com,No,0,2024:09:24 15:55:19 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:24 08:33:35 (UTC+0),,1687,696,12448,970,0,3.02
7388897770968629264,legacy_empire_aloha808,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:07:07 14:32:59 (UTC+0),141,Regular,wes@yourdreamsocial.com,No,0,2024:07:07 14:32:59 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:24 03:01:34 (UTC+0),,1745,22,887,885,0,0.52
7378265115273183249,naturallyqueenv33,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:06:08 23:48:15 (UTC+0),170,Regular,anita@yourdreamsocial.com,No,0,2024:06:08 23:48:15 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:09 15:36:57 (UTC+0),,4333,254,5427,869,0,0.52
7359137552885907462,hugestormchaser3000,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Started,2024:08:24 15:23:55 (UTC+0),93,Regular,saltybones31@gmail.com,No,0,2024:08:24 15:23:55 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:09:24 12:00:32 (UTC+0),,1822,13,776,869,0,0
7439061933275365392,myialashaun4,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:11:19 18:42:06 (UTC+0),6,Regular,wes@yourdreamsocial.com,No,0,2024:11:19 18:42:06 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:23 18:30:01 (UTC+0),,581,134,5513,844,1,2.96
7359138570776346630,chops3088,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Started,2024:11:18 15:35:14 (UTC+0),7,Regular,saltybones31@gmail.com,No,0,2024:11:18 15:35:14 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:23 21:51:36 (UTC+0),,5784,254,25589,826,2,6.9
7392398906681868305,lunadehaze,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:07:17 00:56:33 (UTC+0),131,Regular,wes@yourdreamsocial.com,No,0,2024:07:17 00:56:33 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:24 06:06:54 (UTC+0),,1673,65,9263,795,1,3.2
7359136264161361926,dizzymiss.lizzie,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2023:09:21 02:54:01 (UTC+0),431,Regular,wes@yourdreamsocial.com,No,0,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:23 23:50:15 (UTC+0),,15846,265,360541,785,9,20.72
7429868400412934161,faddydaddy260260,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:10:26 00:04:18 (UTC+0),30,Regular,anita@yourdreamsocial.com,No,0,2024:10:26 00:04:18 (UTC+0),2025:04:01 00:00:00 (UTC+0),0,300000,2024:11:24 03:44:41 (UTC+0),,452,83,369,785,16,59.57
7428829967980544001,babijay00,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:10:23 04:57:58 (UTC+0),33,Regular,wes@yourdreamsocial.com,No,0,2024:10:23 04:57:58 (UTC+0),2025:04:01 00:00:00 (UTC+0),0,300000,2024:11:14 00:19:18 (UTC+0),,756,22,430,776,5,9.4
7416880091730280464,bondyegran12,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:21 00:02:54 (UTC+0),65,Regular,anita@yourdreamsocial.com,No,0,2024:09:21 00:02:54 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:21 08:29:52 (UTC+0),,8165,41,1062,743,13,72.54
7359139098583465989,takostreambuddy,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:03:16 02:11:16 (UTC+0),254,Regular,wes@yourdreamsocial.com,No,0,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:23 00:40:49 (UTC+0),,460,11,187,727,1,3.22
7359138972670623750,xxmr.goodbarxx,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:06:15 16:44:20 (UTC+0),163,Regular,wes@yourdreamsocial.com,No,0,2024:06:15 16:44:20 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:10 09:31:29 (UTC+0),,2164,230,7750,689,2,6.01
7396049971734364177,angeleyes0816,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:26 21:15:14 (UTC+0),122,Regular,anita@yourdreamsocial.com,No,0,2024:07:26 21:15:14 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:24 00:59:33 (UTC+0),,6174,1481,31905,687,4,20.31
7382308884381220880,brayden9171,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:06:19 20:25:04 (UTC+0),159,Regular,wes@yourdreamsocial.com,No,0,2024:06:19 20:25:04 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:22 02:04:35 (UTC+0),,268,136,3317,660,9,19.34
7440293490510266384,,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Started,2024:11:23 02:24:14 (UTC+0),2,Regular,saltybones31@gmail.com,No,0,2024:11:23 02:24:14 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:23 16:24:36 (UTC+0),,4299,52,138,646,1,1.07
7383739120021094417,lauren_schultzy2,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:06:23 17:04:13 (UTC+0),155,Regular,anita@yourdreamsocial.com,No,0,2024:06:23 17:04:13 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:05 20:37:21 (UTC+0),,571,4,78,584,2,4.65
7380146773760901121,waffle_td,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:06:14 00:30:11 (UTC+0),164,Regular,wes@yourdreamsocial.com,No,0,2024:06:14 00:30:11 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:21 07:45:33 (UTC+0),,2762,7,72272,582,2,3.38
7418242108953198609,life.in.motion.07,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:24 16:12:23 (UTC+0),62,Regular,anita@yourdreamsocial.com,No,0,2024:09:24 16:12:23 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:10:31 05:42:01 (UTC+0),,4828,207,8872,563,2,2.65
7359138593803698181,mattymovess,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:02:23 05:58:18 (UTC+0),276,Regular,wes@yourdreamsocial.com,No,0,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:03 07:02:38 (UTC+0),,641,0,0,558,3,9.93
7438715348930592769,crzyginger,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:11:18 20:22:04 (UTC+0),7,Regular,wes@yourdreamsocial.com,No,0,2024:11:18 20:22:04 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,-,,251,31,151,556,0,0
7407945922648457233,backwoodsgamer888,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:08:27 22:29:19 (UTC+0),90,Regular,anita@yourdreamsocial.com,No,0,2024:08:27 22:29:19 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:24 08:56:31 (UTC+0),,802,209,2734,537,4,16.37
7393480364905414673,thecartersladeghostrider,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:07:19 23:14:14 (UTC+0),129,Regular,anita@yourdreamsocial.com,No,0,2024:07:19 23:14:14 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:21 07:10:51 (UTC+0),,1501,52,1554,533,1,1.66
7359139277353156613,hailey_h9696,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:03:23 00:47:05 (UTC+0),247,Regular,wes@yourdreamsocial.com,No,100000,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),20000,600000,2024:11:16 04:57:51 (UTC+0),,1325,63,3994,531,1,2.2
7438788768242466817,imkyleward,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:11:19 01:07:27 (UTC+0),6,Regular,wes@yourdreamsocial.com,No,0,2024:11:19 01:07:27 (UTC+0),2025:05:01 00:00:00 (UTC+0),0,300000,2024:11:21 04:30:23 (UTC+0),,451,90,3693,531,1,1.15
7429177019985920001,teamrich4ever,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:10:24 03:24:19 (UTC+0),32,Regular,anita@yourdreamsocial.com,No,0,2024:10:24 03:24:19 (UTC+0),2025:04:01 00:00:00 (UTC+0),0,300000,2024:11:14 08:05:23 (UTC+0),,267,13,353,494,5,9.54
7395253915341832208,marcquezm,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:07:24 17:32:28 (UTC+0),124,Elite,wes@yourdreamsocial.com,No,0,2024:07:24 17:32:28 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:24 08:14:08 (UTC+0),,521975,1314,20692565,475,3,10.06
7387137715050954769,ceoeazyj,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2024:07:02 20:39:44 (UTC+0),146,Regular,wes@yourdreamsocial.com,No,0,2024:07:02 20:39:44 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:19 22:01:58 (UTC+0),,184,49,663,470,8,21.55
7359136465135337478,lipblendzllc,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2023:10:11 19:36:01 (UTC+0),411,Regular,wes@yourdreamsocial.com,No,0,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:19 00:20:41 (UTC+0),,17346,532,60800,454,5,7.65
7413169376272089089,kxng.cesarr,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:09:11 00:03:31 (UTC+0),75,Regular,anita@yourdreamsocial.com,No,0,2024:09:11 00:03:31 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:17 07:09:34 (UTC+0),,82,16,243,427,2,6.95
7359136239502589957,pottzy19xx,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2023:09:18 20:57:01 (UTC+0),434,Regular,wes@yourdreamsocial.com,No,0,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:23 01:32:58 (UTC+0),,2224,60,984,419,4,14.67
7417350650054328337,giftedforeignwarriorqeen,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:22 06:37:14 (UTC+0),64,Regular,anita@yourdreamsocial.com,No,0,2024:09:22 06:37:14 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:20 22:57:36 (UTC+0),,3802,791,10760,413,7,26.46
7419028966935216144,617royalty,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:09:26 19:12:19 (UTC+0),60,Regular,anita@yourdreamsocial.com,No,0,2024:09:26 19:12:19 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:24 00:32:48 (UTC+0),,661,82,3830,411,0,1.35
7359137388096159750,heyyallitsb,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2023:12:14 02:40:01 (UTC+0),347,Regular,wes@yourdreamsocial.com,No,0,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:23 16:16:02 (UTC+0),,62218,402,3827709,403,0,0.92
7359136304539500549,fabriziocovers,Not in a group,Not managed by Creator Network manager,Rookie,Effective,Not started,2023:09:26 00:00:04 (UTC+0),426,Regular,wes@yourdreamsocial.com,No,0,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:21 01:30:34 (UTC+0),,1058,62,6556,396,0,2.69
7359136969995059206,therealone9429,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Started,2024:06:17 22:50:48 (UTC+0),161,Regular,saltybones31@gmail.com,No,0,2024:06:17 22:50:48 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:10:31 01:23:20 (UTC+0),,3027,0,0,351,1,3.05
7389881929660907536,nostalgiatok4u,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:10 06:03:02 (UTC+0),138,Regular,anita@yourdreamsocial.com,No,0,2024:07:10 06:03:02 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:04 17:29:23 (UTC+0),,6891,108,489130,332,2,4.3
7359139535848472582,tinyazgal,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:04:02 07:01:48 (UTC+0),237,Regular,anita@yourdreamsocial.com,No,0,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:20 22:59:07 (UTC+0),,3099,46,1416,330,0,1.44
7394640328575238161,dntfwjordan,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:07:23 01:54:07 (UTC+0),125,Regular,anita@yourdreamsocial.com,No,0,2024:07:23 01:54:07 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:23 22:33:20 (UTC+0),,3999,50,986452,326,0,0.81
7359136587080400901,crimson_nights.vfr,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Not started,2023:10:21 21:17:01 (UTC+0),401,Regular,wes@yourdreamsocial.com,No,0,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:08:22 06:20:27 (UTC+0),,2293,147,21561,323,0,0
7377612261898272785,blake_878,PEPE’s Team,adamweintraub@outlook.com,Rookie,Effective,Started,2024:06:07 04:36:12 (UTC+0),171,Regular,anita@yourdreamsocial.com,No,0,2024:06:07 04:36:12 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:12 19:43:20 (UTC+0),,2189,6,380,321,1,2.35
7378237700924735505,yungsmallz10,Maxed Out,kremaindustries@gmail.com,Rookie,Effective,Not started,2024:06:08 21:44:26 (UTC+0),170,Regular,anita@yourdreamsocial.com,No,0,2024:06:08 21:44:26 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:18 02:51:47 (UTC+0),,1736,18,8116,273,0,2.87
7359138200973148165,justshy_enriquez,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:01:31 05:44:49 (UTC+0),299,Regular,wes@yourdreamsocial.com,No,0,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:23 22:25:49 (UTC+0),,6095,179,123461,272,4,11.52
7359136854790176774,babymamasade86,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2023:11:10 05:23:02 (UTC+0),381,Regular,wes@yourdreamsocial.com,No,0,2024:11:01 00:00:00 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:18 06:12:30 (UTC+0),,1245,279,4150,268,2,6.67
7359136186801422341,blu_king_87,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2023:09:13 03:15:01 (UTC+0),439,Regular,wes@yourdreamsocial.com,No,0,2024:09:01 00:00:00 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:23 00:47:30 (UTC+0),,19296,793,427696,260,0,1.75
7359138060678004741,r.e.g._unyc,Recruiter,pottzy19xx@gmail.com,Rookie,Effective,Not started,2024:01:23 22:20:02 (UTC+0),307,Regular,pottzy19xx@gmail.com,No,0,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:11:23 14:22:38 (UTC+0),,197,27,449,250,1,3.25
7359138158274969606,coat3nt,Not in a group,wes@yourdreamsocial.com,Veteran,Effective,Started,2024:01:29 10:55:12 (UTC+0),301,Regular,wes@yourdreamsocial.com,No,20000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,400000,2024:11:12 02:15:08 (UTC+0),,2546,146,2900,248,1,2.3
7379221320002732033,ethanhuber,Captin Joker,saltybones31@gmail.com,Rookie,Effective,Started,2024:06:11 12:31:28 (UTC+0),167,Regular,saltybones31@gmail.com,No,0,2024:06:11 12:31:28 (UTC+0),2024:12:01 00:00:00 (UTC+0),0,300000,2024:11:24 02:45:59 (UTC+0),,2075,499,19834,238,1,6.81
7416866358438330384,creatorscoveofficial,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:20 23:29:51 (UTC+0),66,Regular,anita@yourdreamsocial.com,No,0,2024:09:20 23:29:51 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:23 22:49:24 (UTC+0),,5861,75,35720,235,9,45.41
7363640540128395280,yup_itz_italian_katie_,Anita Dreams,anita@yourdreamsocial.com,Veteran,Effective,Started,2024:04:30 12:58:08 (UTC+0),209,Regular,anita@yourdreamsocial.com,No,20000,2024:10:01 00:00:00 (UTC+0),2025:01:01 00:00:00 (UTC+0),20000,400000,2024:11:23 22:32:12 (UTC+0),,4108,2272,29420,226,0,4.68
7411592197478498305,actionbased,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Started,2024:09:06 18:12:55 (UTC+0),80,Regular,anita@yourdreamsocial.com,No,0,2024:09:06 18:12:55 (UTC+0),2025:03:01 00:00:00 (UTC+0),0,300000,2024:11:21 06:43:30 (UTC+0),,2281,272,17672,219,1,4.87
7405397495368548368,anttheofficial_,Not in a group,wes@yourdreamsocial.com,Rookie,Effective,Started,2024:08:21 01:32:31 (UTC+0),96,Regular,wes@yourdreamsocial.com,No,0,2024:08:21 01:32:31 (UTC+0),2025:02:01 00:00:00 (UTC+0),0,300000,2024:11:06 19:03:30 (UTC+0),,5763,95,4210,218,4,7.69
7397868524414484481,thatiktokguy,Anita Dreams,anita@yourdreamsocial.com,Rookie,Effective,Not started,2024:07:31 18:46:27 (UTC+0),117,Regular,anita@yourdreamsocial.com,No,0,2024:07:31 18:46:27 (UTC+0),2025:01:01 00:00:00 (UTC+0),0,300000,2024:10:23 18:33:40 (UTC+0),,444,30,925,213,0,0
